Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AF-2689-01A-01D-1549-01	6	69195050	69198729	2	-1.857
TCGA-AF-2689-01A-01D-1549-01	6	69202748	74648586	3491	-0.0618
TCGA-AF-2689-01A-01D-1549-01	6	74649185	74658138	9	-2.3361
TCGA-AF-2689-01A-01D-1549-01	6	74660283	77486449	1768	-0.0373
TCGA-AF-2689-01A-01D-1549-01	6	77492878	77509360	20	-0.4798
TCGA-AF-2689-01A-01D-1549-01	6	77509392	79025824	985	-0.0655
TCGA-AF-2689-01A-01D-1549-01	6	79028416	79091659	108	0.188
TCGA-AF-2689-01A-01D-1549-01	6	79091746	103841522	15497	-0.0495
TCGA-AF-2689-01A-01D-1549-01	6	103844669	103868754	46	-0.4591
TCGA-AF-2689-01A-01D-1549-01	6	103872163	115424791	7307	-0.0321
TCGA-AF-2689-01A-01D-1549-01	6	115425715	115432381	3	-1.9888
TCGA-AF-2689-01A-01D-1549-01	6	115432757	140824898	16141	-0.0274
TCGA-AF-2689-01A-01D-1549-01	6	140828619	140829719	2	-1.548
TCGA-AF-2689-01A-01D-1549-01	6	140829996	162379752	14667	-0.0413
TCGA-AF-2689-01A-01D-1549-01	6	162381319	162525256	148	-0.4022
TCGA-AF-2689-01A-01D-1549-01	6	162525700	162705068	139	-0.0689
TCGA-AF-2689-01A-01D-1549-01	6	162705639	162870841	137	-0.4881
TCGA-AF-2689-01A-01D-1549-01	6	162871284	168476213	4124	-0.0739
TCGA-AF-2689-01A-01D-1549-01	6	168476488	168479207	2	-1.7645
TCGA-AF-2689-01A-01D-1549-01	6	168480042	170892930	1592	-0.065
TCGA-AF-2689-01A-01D-1549-01	7	52911	3792210	1815	0.2216
TCGA-AF-2689-01A-01D-1549-01	7	3794943	3798397	4	-1.1639
TCGA-AF-2689-01A-01D-1549-01	7	3799863	12026331	5915	0.2309
TCGA-AF-2689-01A-01D-1549-01	7	12027534	12045367	27	-0.4922
TCGA-AF-2689-01A-01D-1549-01	7	12055751	52522356	29477	0.2403
TCGA-AF-2689-01A-01D-1549-01	7	52526065	52526711	4	1.3131
TCGA-AF-2689-01A-01D-1549-01	7	52528601	54347867	1358	0.1926
TCGA-AF-2689-01A-01D-1549-01	7	54353999	54354011	6	1.0261
TCGA-AF-2689-01A-01D-1549-01	7	54360982	64231776	3142	0.1794
TCGA-AF-2689-01A-01D-1549-01	7	64232364	64233133	4	1.3552
TCGA-AF-2689-01A-01D-1549-01	7	64274563	70058374	3151	0.1668
TCGA-AF-2689-01A-01D-1549-01	7	70061186	70064077	2	-2.0913
TCGA-AF-2689-01A-01D-1549-01	7	70066179	109228480	22541	0.2303
TCGA-AF-2689-01A-01D-1549-01	7	109228865	109240949	5	-1.0922
TCGA-AF-2689-01A-01D-1549-01	7	109240998	125832718	10048	0.236
TCGA-AF-2689-01A-01D-1549-01	7	125832792	125833851	11	-1.3623
TCGA-AF-2689-01A-01D-1549-01	7	125834112	133435717	4706	0.2165
TCGA-AF-2689-01A-01D-1549-01	7	133435735	133446174	25	-1.6386
TCGA-AF-2689-01A-01D-1549-01	7	133446205	142154515	5705	0.2115
TCGA-AF-2689-01A-01D-1549-01	7	142156294	142159298	8	-3.1134
TCGA-AF-2689-01A-01D-1549-01	7	142159383	142165268	14	-1.0991
TCGA-AF-2689-01A-01D-1549-01	7	142165340	142165614	5	-2.5708
TCGA-AF-2689-01A-01D-1549-01	7	142165684	142926974	468	0.2102
TCGA-AF-2689-01A-01D-1549-01	7	142927368	143163911	93	0.5693
TCGA-AF-2689-01A-01D-1549-01	7	143163931	143540378	284	0.224
TCGA-AF-2689-01A-01D-1549-01	7	143542557	143697880	39	-0.4486
TCGA-AF-2689-01A-01D-1549-01	7	143705862	158819765	9700	0.2101
TCGA-AF-2689-01A-01D-1549-01	8	21254	102796	3	0.3543
TCGA-AF-2689-01A-01D-1549-01	8	103380	190898	31	-2.3041
TCGA-AF-2689-01A-01D-1549-01	8	193201	583041	291	-0.414
TCGA-AF-2689-01A-01D-1549-01	8	584944	585908	10	0.9034
TCGA-AF-2689-01A-01D-1549-01	8	591043	6986630	7466	-0.4801
TCGA-AF-2689-01A-01D-1549-01	8	6997005	8091754	256	-0.1025
TCGA-AF-2689-01A-01D-1549-01	8	8092670	12242560	3237	-0.4337
TCGA-AF-2689-01A-01D-1549-01	8	12242625	12421849	82	0.1231
TCGA-AF-2689-01A-01D-1549-01	8	12422015	25030393	10434	-0.4339
TCGA-AF-2689-01A-01D-1549-01	8	25030439	25040250	25	-2.4322
TCGA-AF-2689-01A-01D-1549-01	8	25047021	30040830	3541	-0.4182
TCGA-AF-2689-01A-01D-1549-01	8	30041388	30041551	2	-3.3236
TCGA-AF-2689-01A-01D-1549-01	8	30041973	39349816	5488	-0.4397
TCGA-AF-2689-01A-01D-1549-01	8	39354760	39506122	59	-1.1081
TCGA-AF-2689-01A-01D-1549-01	8	39507456	53355830	5990	-0.443
TCGA-AF-2689-01A-01D-1549-01	8	53357182	100382747	28803	0.27
TCGA-AF-2689-01A-01D-1549-01	8	100390422	100791122	199	0.012
TCGA-AF-2689-01A-01D-1549-01	8	100793659	104061766	2069	0.3074
TCGA-AF-2689-01A-01D-1549-01	8	104064087	104066611	3	-1.8615
TCGA-AF-2689-01A-01D-1549-01	8	104067722	112360670	4992	0.2617
TCGA-AF-2689-01A-01D-1549-01	8	112363455	112364436	10	-1.3646
TCGA-AF-2689-01A-01D-1549-01	8	112369457	120221191	4971	0.2602
TCGA-AF-2689-01A-01D-1549-01	8	120223965	120228627	4	-2.107
TCGA-AF-2689-01A-01D-1549-01	8	120232035	120232936	3	0.7276
TCGA-AF-2689-01A-01D-1549-01	8	120233623	146268959	17970	0.2776
TCGA-AF-2689-01A-01D-1549-01	9	36587	591914	505	0.245
TCGA-AF-2689-01A-01D-1549-01	9	592204	597307	11	0.9325
TCGA-AF-2689-01A-01D-1549-01	9	597519	915271	391	0.2224
TCGA-AF-2689-01A-01D-1549-01	9	915305	915892	3	-1.1117
TCGA-AF-2689-01A-01D-1549-01	9	916779	3105987	2407	0.2418
TCGA-AF-2689-01A-01D-1549-01	9	3106129	3106751	2	-1.1507
TCGA-AF-2689-01A-01D-1549-01	9	3106802	4249707	1092	0.2108
TCGA-AF-2689-01A-01D-1549-01	9	4250863	4263941	15	-0.7378
TCGA-AF-2689-01A-01D-1549-01	9	4268256	5069156	826	0.2297
TCGA-AF-2689-01A-01D-1549-01	9	5071416	5071766	8	-0.5132
TCGA-AF-2689-01A-01D-1549-01	9	5071852	5100034	46	0.1182
TCGA-AF-2689-01A-01D-1549-01	9	5100118	5100240	2	-1.0839
TCGA-AF-2689-01A-01D-1549-01	9	5104773	6685986	1084	0.2581
TCGA-AF-2689-01A-01D-1549-01	9	6691145	6698357	7	-0.6375
TCGA-AF-2689-01A-01D-1549-01	9	6702314	7721398	1088	0.265
TCGA-AF-2689-01A-01D-1549-01	9	7722196	7722224	2	-2.4829
TCGA-AF-2689-01A-01D-1549-01	9	7724250	23351805	12982	0.2528
TCGA-AF-2689-01A-01D-1549-01	9	23353115	23363484	8	1.0969
TCGA-AF-2689-01A-01D-1549-01	9	23368488	38429042	10421	0.2276
TCGA-AF-2689-01A-01D-1549-01	9	38429972	38430946	4	-0.5525
TCGA-AF-2689-01A-01D-1549-01	9	38431586	41942516	469	0.229
TCGA-AF-2689-01A-01D-1549-01	9	41962506	41968375	2	-1.5153
TCGA-AF-2689-01A-01D-1549-01	9	41975187	44569219	115	0.1556
TCGA-AF-2689-01A-01D-1549-01	9	44667855	44795733	36	-1.0746
TCGA-AF-2689-01A-01D-1549-01	9	44806024	80111552	7645	0.2529
TCGA-AF-2689-01A-01D-1549-01	9	80111633	80303995	135	-0.0612
TCGA-AF-2689-01A-01D-1549-01	9	80306703	105606318	17470	0.2151
TCGA-AF-2689-01A-01D-1549-01	9	105608517	105609111	2	-3.1303
TCGA-AF-2689-01A-01D-1549-01	9	105610523	139372768	22756	0.2378
TCGA-AF-2689-01A-01D-1549-01	9	139375463	139392824	4	-1.1811
TCGA-AF-2689-01A-01D-1549-01	9	139392856	140211215	412	0.2265
TCGA-AF-2689-01A-01D-1549-01	10	62759	2077959	1502	0.1632
TCGA-AF-2689-01A-01D-1549-01	10	2078303	2083707	6	-1.0509
TCGA-AF-2689-01A-01D-1549-01	10	2085066	9777501	6828	0.1799
TCGA-AF-2689-01A-01D-1549-01	10	9778281	9778865	2	-1.4866
TCGA-AF-2689-01A-01D-1549-01	10	9782558	17929827	6554	0.1738
TCGA-AF-2689-01A-01D-1549-01	10	17934982	17989863	4	-2.2202
TCGA-AF-2689-01A-01D-1549-01	10	18011822	24415269	4362	0.1639
TCGA-AF-2689-01A-01D-1549-01	10	24417680	24418060	11	1.1126
TCGA-AF-2689-01A-01D-1549-01	10	24418914	47241036	12701	0.1715
TCGA-AF-2689-01A-01D-1549-01	10	47417400	47468066	4	-1.5942
TCGA-AF-2689-01A-01D-1549-01	10	47480482	49401207	577	0.1572
TCGA-AF-2689-01A-01D-1549-01	10	49402981	49402994	2	-1.7114
TCGA-AF-2689-01A-01D-1549-01	10	49403267	56350283	4848	0.1779
TCGA-AF-2689-01A-01D-1549-01	10	56353096	56354043	2	-2.4429
TCGA-AF-2689-01A-01D-1549-01	10	56357300	81984157	16911	0.1956
TCGA-AF-2689-01A-01D-1549-01	10	81984298	81987058	2	-2.4091
TCGA-AF-2689-01A-01D-1549-01	10	81987428	88214304	4634	0.1603
TCGA-AF-2689-01A-01D-1549-01	10	88222064	119108588	20140	-0.41
TCGA-AF-2689-01A-01D-1549-01	10	119108850	124331524	4103	0.2026
TCGA-AF-2689-01A-01D-1549-01	10	124333941	124346802	8	-0.5324
TCGA-AF-2689-01A-01D-1549-01	10	124347716	135356694	7921	0.1577
TCGA-AF-2689-01A-01D-1549-01	11	188510	2128468	703	-0.0387
TCGA-AF-2689-01A-01D-1549-01	11	2128498	2194972	17	0.5631
TCGA-AF-2689-01A-01D-1549-01	11	2197791	4924226	1756	-0.0319
TCGA-AF-2689-01A-01D-1549-01	11	4924693	4932965	34	0.5747
TCGA-AF-2689-01A-01D-1549-01	11	4933069	5478727	549	-0.0567
TCGA-AF-2689-01A-01D-1549-01	11	5478751	5480169	6	-1.3636
TCGA-AF-2689-01A-01D-1549-01	11	5481040	5735099	230	-0.0681
TCGA-AF-2689-01A-01D-1549-01	11	5739501	5765715	41	0.3195
TCGA-AF-2689-01A-01D-1549-01	11	5765914	36026369	22098	-0.0347
TCGA-AF-2689-01A-01D-1549-01	11	36027870	36028392	2	-1.5851
TCGA-AF-2689-01A-01D-1549-01	11	36031249	48554998	8010	-0.0604
TCGA-AF-2689-01A-01D-1549-01	11	48558010	48559252	2	-1.7274
TCGA-AF-2689-01A-01D-1549-01	11	48562894	55130764	1227	-0.0898
TCGA-AF-2689-01A-01D-1549-01	11	55130779	55209585	56	-0.612
TCGA-AF-2689-01A-01D-1549-01	11	55210152	64708578	5258	-0.0415
TCGA-AF-2689-01A-01D-1549-01	11	64709198	64710629	2	-2.5909
TCGA-AF-2689-01A-01D-1549-01	11	64718577	89127597	14671	-0.0569
TCGA-AF-2689-01A-01D-1549-01	11	89132526	89175116	6	-1.2157
TCGA-AF-2689-01A-01D-1549-01	11	89175314	116036949	18886	-0.063
TCGA-AF-2689-01A-01D-1549-01	11	116037160	116037275	2	-2.171
TCGA-AF-2689-01A-01D-1549-01	11	116037276	134449982	13608	-0.0829
TCGA-AF-2689-01A-01D-1549-01	12	20703	2102418	1264	-0.0343
TCGA-AF-2689-01A-01D-1549-01	12	2104190	2128181	45	-0.5377
TCGA-AF-2689-01A-01D-1549-01	12	2128284	8248774	4245	-0.049
TCGA-AF-2689-01A-01D-1549-01	12	8253317	8285644	13	0.6687
TCGA-AF-2689-01A-01D-1549-01	12	8293101	9525137	642	-0.1375
TCGA-AF-2689-01A-01D-1549-01	12	9529176	9619559	23	-1.5524
TCGA-AF-2689-01A-01D-1549-01	12	9626236	11111991	1046	-0.0617
TCGA-AF-2689-01A-01D-1549-01	12	11112094	11132799	11	-1.1752
TCGA-AF-2689-01A-01D-1549-01	12	11143141	34251011	16279	-0.0315
TCGA-AF-2689-01A-01D-1549-01	12	34254019	34271268	11	-0.7658
TCGA-AF-2689-01A-01D-1549-01	12	34271617	44186092	4960	-0.0665
TCGA-AF-2689-01A-01D-1549-01	12	44190705	44195804	4	-2.0842
TCGA-AF-2689-01A-01D-1549-01	12	44199559	46993570	1707	-0.0282
TCGA-AF-2689-01A-01D-1549-01	12	46995644	47011682	15	-0.5313
TCGA-AF-2689-01A-01D-1549-01	12	47016303	132288262	54846	-0.0486
TCGA-AF-2689-01A-01D-1549-01	13	17924949	36974300	13578	0.222
TCGA-AF-2689-01A-01D-1549-01	13	36974671	36982543	7	1.1767
TCGA-AF-2689-01A-01D-1549-01	13	36982732	53715773	11025	0.2321
TCGA-AF-2689-01A-01D-1549-01	13	53715788	53716864	2	-1.2506
TCGA-AF-2689-01A-01D-1549-01	13	53720090	55139743	784	0.1833
TCGA-AF-2689-01A-01D-1549-01	13	55140514	55145499	7	-0.7584
TCGA-AF-2689-01A-01D-1549-01	13	55147064	71371742	9772	0.2033
TCGA-AF-2689-01A-01D-1549-01	13	71372298	71378557	7	-1.487
TCGA-AF-2689-01A-01D-1549-01	13	71378606	106180636	23849	0.2266
TCGA-AF-2689-01A-01D-1549-01	13	106182239	106182711	2	-0.7704
TCGA-AF-2689-01A-01D-1549-01	13	106183236	109470969	2643	0.2299
TCGA-AF-2689-01A-01D-1549-01	13	109471615	109473199	4	-0.8302
TCGA-AF-2689-01A-01D-1549-01	13	109476776	114126499	2664	0.2387
TCGA-AF-2689-01A-01D-1549-01	14	18072124	18405751	23	-0.0062
TCGA-AF-2689-01A-01D-1549-01	14	18452209	18854152	33	-0.5486
TCGA-AF-2689-01A-01D-1549-01	14	18860355	19080913	17	-0.0051
TCGA-AF-2689-01A-01D-1549-01	14	19107146	19464967	100	-0.8147
TCGA-AF-2689-01A-01D-1549-01	14	19470560	25853743	4386	-0.4052
TCGA-AF-2689-01A-01D-1549-01	14	25853751	25853758	7	0.8552
TCGA-AF-2689-01A-01D-1549-01	14	25854753	29399388	2040	-0.4163
TCGA-AF-2689-01A-01D-1549-01	14	29399863	29399957	2	-2.4521
TCGA-AF-2689-01A-01D-1549-01	14	29401194	50218728	12751	-0.4101
TCGA-AF-2689-01A-01D-1549-01	14	50222537	50225285	3	-2.0488
TCGA-AF-2689-01A-01D-1549-01	14	50226910	52877594	1864	-0.4471
TCGA-AF-2689-01A-01D-1549-01	14	52880790	52881809	5	-1.7605
TCGA-AF-2689-01A-01D-1549-01	14	52882002	105601409	33895	-0.4242
TCGA-AF-2689-01A-01D-1549-01	14	105601732	105640508	18	0.1819
TCGA-AF-2689-01A-01D-1549-01	14	105645163	105930103	132	-0.4648
TCGA-AF-2689-01A-01D-1549-01	14	105934561	105985696	55	-0.1053
TCGA-AF-2689-01A-01D-1549-01	14	105989093	106224218	139	-0.4819
TCGA-AF-2689-01A-01D-1549-01	14	106231370	106247258	14	0.2555
TCGA-AF-2689-01A-01D-1549-01	14	106248976	106356482	76	-0.4174
TCGA-AF-2689-01A-01D-1549-01	15	18276341	30644704	6326	-0.0945
TCGA-AF-2689-01A-01D-1549-01	15	30644774	30664276	4	0.8686
TCGA-AF-2689-01A-01D-1549-01	15	30690275	54576939	15253	-0.0396
TCGA-AF-2689-01A-01D-1549-01	15	54577995	54588915	26	-0.4084
TCGA-AF-2689-01A-01D-1549-01	15	54588993	68249064	9285	-0.0213
TCGA-AF-2689-01A-01D-1549-01	15	68249719	68250006	2	-1.8214
TCGA-AF-2689-01A-01D-1549-01	15	68258317	74678566	3476	-0.0444
TCGA-AF-2689-01A-01D-1549-01	15	74678682	74682830	20	-1.8109
TCGA-AF-2689-01A-01D-1549-01	15	74689234	78870270	2654	-0.0237
TCGA-AF-2689-01A-01D-1549-01	15	78870825	79073623	160	-0.3897
TCGA-AF-2689-01A-01D-1549-01	15	79075362	100286563	14872	-0.0464
TCGA-AF-2689-01A-01D-1549-01	16	777	6528853	3803	0.2078
TCGA-AF-2689-01A-01D-1549-01	16	6530120	6766851	351	-0.5614
TCGA-AF-2689-01A-01D-1549-01	16	6767135	9058392	2400	0.2141
TCGA-AF-2689-01A-01D-1549-01	16	9062187	9064535	2	-1.1781
TCGA-AF-2689-01A-01D-1549-01	16	9068257	19853400	6982	0.2345
TCGA-AF-2689-01A-01D-1549-01	16	19853634	19878319	29	-0.6658
TCGA-AF-2689-01A-01D-1549-01	16	19878366	32210990	6558	0.2171
TCGA-AF-2689-01A-01D-1549-01	16	32214721	32496123	47	-0.218
TCGA-AF-2689-01A-01D-1549-01	16	32496402	32496410	5	-3.3985
TCGA-AF-2689-01A-01D-1549-01	16	32516775	33539331	166	-0.1255
TCGA-AF-2689-01A-01D-1549-01	16	33550900	80784080	25738	0.2294
TCGA-AF-2689-01A-01D-1549-01	16	80784218	80825038	37	-0.698
TCGA-AF-2689-01A-01D-1549-01	16	80830682	88815036	6409	0.2433
TCGA-AF-2689-01A-01D-1549-01	17	526	15404403	10008	-0.4443
TCGA-AF-2689-01A-01D-1549-01	17	15405081	16009195	226	-1.7956
TCGA-AF-2689-01A-01D-1549-01	17	16011347	18260587	1193	-0.4081
TCGA-AF-2689-01A-01D-1549-01	17	18296117	18405946	29	-1.004
TCGA-AF-2689-01A-01D-1549-01	17	18409922	22151963	1543	-0.4179
TCGA-AF-2689-01A-01D-1549-01	17	22151968	24241832	946	0.0449
TCGA-AF-2689-01A-01D-1549-01	17	24259403	24734019	250	0.4675
TCGA-AF-2689-01A-01D-1549-01	17	24735279	25387639	256	0.1495
TCGA-AF-2689-01A-01D-1549-01	17	25389093	26512966	472	-0.3856
TCGA-AF-2689-01A-01D-1549-01	17	26516549	26516622	2	-2.1772
TCGA-AF-2689-01A-01D-1549-01	17	26519327	31454449	3433	-0.4429
TCGA-AF-2689-01A-01D-1549-01	17	31454526	31559764	45	0.3744
TCGA-AF-2689-01A-01D-1549-01	17	31567456	34310810	1292	-0.4097
TCGA-AF-2689-01A-01D-1549-01	17	34311043	36675234	1251	0.0221
TCGA-AF-2689-01A-01D-1549-01	17	36676540	36683976	23	-0.5778
TCGA-AF-2689-01A-01D-1549-01	17	36684057	39553696	1551	0.0255
TCGA-AF-2689-01A-01D-1549-01	17	39559969	40875893	597	-0.4262
TCGA-AF-2689-01A-01D-1549-01	17	40887816	41010873	22	0.1306
TCGA-AF-2689-01A-01D-1549-01	17	41012163	41860676	482	-0.3831
TCGA-AF-2689-01A-01D-1549-01	17	41879021	41879036	2	1.5233
TCGA-AF-2689-01A-01D-1549-01	17	41901645	50167130	4745	-0.4086
TCGA-AF-2689-01A-01D-1549-01	17	50171386	50307000	131	0.0722
TCGA-AF-2689-01A-01D-1549-01	17	50308029	50877431	420	0.3674
TCGA-AF-2689-01A-01D-1549-01	17	50879682	53544338	2086	0.0185
TCGA-AF-2689-01A-01D-1549-01	17	53545983	53841212	173	0.3584
TCGA-AF-2689-01A-01D-1549-01	17	53843226	55705426	831	0.6319
TCGA-AF-2689-01A-01D-1549-01	17	55712772	56157841	216	1.0713
TCGA-AF-2689-01A-01D-1549-01	17	56162605	56304288	87	1.4535
TCGA-AF-2689-01A-01D-1549-01	17	56305128	56472374	79	1.2068
TCGA-AF-2689-01A-01D-1549-01	17	56474593	56601541	60	0.6131
TCGA-AF-2689-01A-01D-1549-01	17	56603328	58553438	965	0.3388
TCGA-AF-2689-01A-01D-1549-01	17	58560393	59245399	301	0.8179
TCGA-AF-2689-01A-01D-1549-01	17	59248713	60124258	421	0.2967
TCGA-AF-2689-01A-01D-1549-01	17	60125200	62968964	1840	0.7308
TCGA-AF-2689-01A-01D-1549-01	17	62979002	63184857	137	-0.0817
TCGA-AF-2689-01A-01D-1549-01	17	63189887	63865606	247	0.5476
TCGA-AF-2689-01A-01D-1549-01	17	63868176	67718254	2885	0.1143
TCGA-AF-2689-01A-01D-1549-01	17	67722035	68480897	647	0.375
TCGA-AF-2689-01A-01D-1549-01	17	68481114	69789553	914	-0.1208
TCGA-AF-2689-01A-01D-1549-01	17	69790393	78643088	4468	0.2279
TCGA-AF-2689-01A-01D-1549-01	18	1543	35838468	22339	-0.4115
TCGA-AF-2689-01A-01D-1549-01	18	35839036	35840414	3	-2.0659
TCGA-AF-2689-01A-01D-1549-01	18	35841228	40631059	3112	-0.4216
TCGA-AF-2689-01A-01D-1549-01	18	40631711	40739185	79	-1.9648
TCGA-AF-2689-01A-01D-1549-01	18	40743771	74761681	24534	-0.4202
TCGA-AF-2689-01A-01D-1549-01	18	74763702	74765851	5	-4.4685
TCGA-AF-2689-01A-01D-1549-01	18	74767437	74771831	3	-1.7381
TCGA-AF-2689-01A-01D-1549-01	18	74771886	76116029	700	-0.4591
TCGA-AF-2689-01A-01D-1549-01	19	41910	8030533	2822	-0.13
TCGA-AF-2689-01A-01D-1549-01	19	8031342	48394873	17952	0.2071
TCGA-AF-2689-01A-01D-1549-01	19	48395344	48448077	21	-0.4131
TCGA-AF-2689-01A-01D-1549-01	19	48458499	51305897	1514	0.266
TCGA-AF-2689-01A-01D-1549-01	19	51308265	63789666	7049	-0.1311
TCGA-AF-2689-01A-01D-1549-01	20	9305	1508999	1205	-0.4494
TCGA-AF-2689-01A-01D-1549-01	20	1509580	1530207	36	0.5165
TCGA-AF-2689-01A-01D-1549-01	20	1538257	14957054	10149	-0.4122
TCGA-AF-2689-01A-01D-1549-01	20	14962097	14993412	39	-1.9287
TCGA-AF-2689-01A-01D-1549-01	20	15000446	15047245	50	-0.415
TCGA-AF-2689-01A-01D-1549-01	20	15047514	15574539	491	-2.0132
TCGA-AF-2689-01A-01D-1549-01	20	15585240	17686512	1960	-0.391
TCGA-AF-2689-01A-01D-1549-01	20	17688286	17688292	2	-2.0291
TCGA-AF-2689-01A-01D-1549-01	20	17688436	24488231	5200	-0.4299
TCGA-AF-2689-01A-01D-1549-01	20	24490451	24490877	2	0.5763
TCGA-AF-2689-01A-01D-1549-01	20	24497451	24558226	45	1.1657
TCGA-AF-2689-01A-01D-1549-01	20	24558485	30144013	1330	0.6299
TCGA-AF-2689-01A-01D-1549-01	20	30146338	30465325	139	0.9549
TCGA-AF-2689-01A-01D-1549-01	20	30468518	31030506	303	0.6024
TCGA-AF-2689-01A-01D-1549-01	20	31034632	31034683	2	-1.166
TCGA-AF-2689-01A-01D-1549-01	20	31035561	37467877	3491	0.6104
TCGA-AF-2689-01A-01D-1549-01	20	37472405	37475460	3	-0.7956
TCGA-AF-2689-01A-01D-1549-01	20	37479542	45550457	5862	0.6278
TCGA-AF-2689-01A-01D-1549-01	20	45550622	45555497	5	-0.038
TCGA-AF-2689-01A-01D-1549-01	20	45557680	45954212	289	0.6405
TCGA-AF-2689-01A-01D-1549-01	20	45954247	45971503	11	0.1657
TCGA-AF-2689-01A-01D-1549-01	20	45971518	45996102	28	0.6151
TCGA-AF-2689-01A-01D-1549-01	20	45999206	45999470	2	-1.112
TCGA-AF-2689-01A-01D-1549-01	20	46000175	48215941	1459	0.6252
TCGA-AF-2689-01A-01D-1549-01	20	48225126	48226200	2	-1.3818
TCGA-AF-2689-01A-01D-1549-01	20	48228324	62426597	10387	0.6368
TCGA-AF-2689-01A-01D-1549-01	21	9758742	13378287	133	-0.1584
TCGA-AF-2689-01A-01D-1549-01	21	13386250	22573005	6327	-0.3983
TCGA-AF-2689-01A-01D-1549-01	21	22577771	22586529	9	-2.3401
TCGA-AF-2689-01A-01D-1549-01	21	22588870	43792481	16154	-0.4095
TCGA-AF-2689-01A-01D-1549-01	21	43795301	43797240	2	-2.6024
TCGA-AF-2689-01A-01D-1549-01	21	43798095	46921385	1767	-0.4623
TCGA-AF-2689-01A-01D-1549-01	22	14432528	14870546	67	-0.4839
TCGA-AF-2689-01A-01D-1549-01	22	14870663	19440302	2374	-0.0416
TCGA-AF-2689-01A-01D-1549-01	22	19440326	19440341	2	-1.8812
TCGA-AF-2689-01A-01D-1549-01	22	19440400	22613016	2145	-0.047
TCGA-AF-2689-01A-01D-1549-01	22	22613098	22645049	20	0.3709
TCGA-AF-2689-01A-01D-1549-01	22	22651137	22667307	10	0.7827
TCGA-AF-2689-01A-01D-1549-01	22	22667949	47848617	17889	-0.0593
TCGA-AF-2689-01A-01D-1549-01	22	47848747	47849195	4	-1.7219
TCGA-AF-2689-01A-01D-1549-01	22	47849529	49581321	1051	-0.0856
TCGA-AF-2689-01A-01D-1549-01	23	108477	33445207	20984	0.028
TCGA-AF-2689-01A-01D-1549-01	23	33445618	33447958	2	-1.6979
TCGA-AF-2689-01A-01D-1549-01	23	33448066	56652179	11814	0.006
TCGA-AF-2689-01A-01D-1549-01	23	56654386	56859142	127	-0.5827
TCGA-AF-2689-01A-01D-1549-01	23	56862982	154835548	51707	-0.0061
TCGA-AF-2689-01A-01D-1549-01	24	2710438	3045595	151	-2.9304
TCGA-AF-2689-01A-01D-1549-01	24	3065268	6009944	624	-2.3937
TCGA-AF-2689-01A-01D-1549-01	24	6010884	14099670	2762	-2.9882
TCGA-AF-2689-01A-01D-1549-01	24	14099736	14103917	3	-7.6487
TCGA-AF-2689-01A-01D-1549-01	24	14104283	18080026	2077	-2.9726
TCGA-AF-2689-01A-01D-1549-01	24	18080874	19547685	705	-3.5366
TCGA-AF-2689-01A-01D-1549-01	24	19547873	22063159	977	-3.0278
TCGA-AF-2689-01A-01D-1549-01	24	22093119	22099738	2	-8.5621
TCGA-AF-2689-01A-01D-1549-01	24	22125089	22925190	265	-3.1037
TCGA-AF-2689-01A-01D-1549-01	24	22925469	23374340	79	-3.8657
TCGA-AF-2689-01A-01D-1549-01	24	23388906	24385517	145	-3.323
TCGA-AF-2689-01A-01D-1549-01	24	24387082	24627620	97	-3.9202
TCGA-AF-2689-01A-01D-1549-01	24	24632208	24926921	83	-2.8891
TCGA-AF-2689-01A-01D-1549-01	24	24935600	25649572	86	-4.0942
TCGA-AF-2689-01A-01D-1549-01	24	25664067	26129939	98	-2.6937
TCGA-AF-2689-01A-01D-1549-01	24	26130472	26833326	251	-3.6268
TCGA-AF-2689-01A-01D-1549-01	24	26847504	57427647	183	-2.6367
TCGA-AF-2690-10A-01D-1732-01	1	51598	826576	71	0.0213
TCGA-AF-2690-10A-01D-1732-01	1	826609	3208189	684	0.3554
TCGA-AF-2690-10A-01D-1732-01	1	3208470	9512000	4098	0.0302
TCGA-AF-2690-10A-01D-1732-01	1	9519068	9519452	2	-1.115
TCGA-AF-2690-10A-01D-1732-01	1	9524960	12761331	1675	0.0323
TCGA-AF-2690-10A-01D-1732-01	1	12762163	13257060	63	-0.4119
TCGA-AF-2690-10A-01D-1732-01	1	13257219	16019619	1819	0.0021
TCGA-AF-2690-10A-01D-1732-01	1	16019650	16027553	19	0.5624
TCGA-AF-2690-10A-01D-1732-01	1	16027597	16717519	299	0.0319
TCGA-AF-2690-10A-01D-1732-01	1	16718622	16878565	48	-0.3786
TCGA-AF-2690-10A-01D-1732-01	1	16884037	16885328	12	0.8447
TCGA-AF-2690-10A-01D-1732-01	1	16885372	16954999	26	0.1994
TCGA-AF-2690-10A-01D-1732-01	1	16955178	17063449	22	-0.3221
TCGA-AF-2690-10A-01D-1732-01	1	17067742	17198542	84	0.5735
TCGA-AF-2690-10A-01D-1732-01	1	17202224	21560344	2965	0.0277
TCGA-AF-2690-10A-01D-1732-01	1	21560441	21610330	34	0.6224
TCGA-AF-2690-10A-01D-1732-01	1	21615324	25500964	2273	0.0246
TCGA-AF-2690-10A-01D-1732-01	1	25501052	25501218	2	-1.7317
TCGA-AF-2690-10A-01D-1732-01	1	25509038	25589895	35	-0.0323
