GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
CYP21A2	CHR6_QBL_HAP6	+	3267146	3270501	5	6	N	CYP21A1P CHR6_QBL_HAP6 + 3267200 3270475;
CYP21A1P	CHR6_QBL_HAP6	+	3267200	3270475	5	6	N	CYP21A2 CHR6_QBL_HAP6 + 3267146 3270501;
TNXA	CHR6_QBL_HAP6	-	3269985	3274708	5	6	N	TNXB CHR6_QBL_HAP6 - 3269985 3314921;
TNXB	CHR6_QBL_HAP6	-	3269985	3314921	6	7	N	TNXA CHR6_QBL_HAP6 - 3269985 3274708;
PRRT1	CHR6_QBL_HAP6	-	3377155	3380736	7	8	N	
LOC100507547	CHR6_QBL_HAP6	-	3381592	3383155	7	8	N	
PPT2	CHR6_QBL_HAP6	+	3382241	3392478	7	8	N	PPT2-EGFL8 CHR6_QBL_HAP6 + 3382788 3397082;
PPT2-EGFL8	CHR6_QBL_HAP6	+	3382788	3397082	7	8	N	EGFL8 CHR6_QBL_HAP6 + 3393401 3397082;PPT2 CHR6_QBL_HAP6 + 3382241 3392478;
EGFL8	CHR6_QBL_HAP6	+	3393401	3397082	6	7	N	PPT2-EGFL8 CHR6_QBL_HAP6 + 3382788 3397082;
AGPAT1	CHR6_QBL_HAP6	-	3397002	3406908	6	7	N	
RNF5	CHR6_QBL_HAP6	+	3407181	3409590	6	7	N	RNF5P1 CHR6_QBL_HAP6 + 3407251 3409587;
RNF5P1	CHR6_QBL_HAP6	+	3407251	3409587	5	7	N	RNF5 CHR6_QBL_HAP6 + 3407181 3409590;
AGER	CHR6_QBL_HAP6	-	3409764	3413119	6	7	N	
PBX2	CHR6_QBL_HAP6	-	3413529	3418981	6	7	N	
GPSM3	CHR6_QBL_HAP6	-	3419560	3424318	6	7	N	NOTCH4 CHR6_QBL_HAP6 - 3423637 3452865;
NOTCH4	CHR6_QBL_HAP6	-	3423637	3452865	6	7	N	GPSM3 CHR6_QBL_HAP6 - 3419560 3424318;
C6orf10	CHR6_QBL_HAP6	-	3521693	3600524	7	8	N	
HCG23	CHR6_QBL_HAP6	+	3619145	3622326	7	8	N	
BTNL2	CHR6_QBL_HAP6	-	3623370	3635765	7	8	N	
HLA-DRA	CHR6_QBL_HAP6	+	3668486	3673697	6	7	N	
HLA-DRB1	CHR6_QBL_HAP6	-	3720948	3798012	4	5	N	
HLA-DQB1	CHR6_QBL_HAP6	-	3858964	3866565	3	3	N	
HLA-DQA2	CHR6_QBL_HAP6	+	3941245	3946758	7	8	N	
HLA-DQB2	CHR6_QBL_HAP6	-	3955994	3963453	7	8	N	
TAP2	CHR6_QBL_HAP6	-	4021716	4038655	7	8	N	
PSMB8	CHR6_QBL_HAP6	-	4040600	4044819	7	8	N	
LOC100507463	CHR6_QBL_HAP6	+	4043969	4046384	7	8	N	
TAP1	CHR6_QBL_HAP6	-	4045092	4053855	7	8	N	
PSMB9	CHR6_QBL_HAP6	+	4054044	4059736	7	8	N	
LOC100294145	CHR6_QBL_HAP6	+	4094054	4103637	7	8	N	
HLA-DMB	CHR6_QBL_HAP6	-	4134532	4140973	7	8	N	
HLA-DMA	CHR6_QBL_HAP6	-	4148516	4153028	7	8	N	
BRD2	CHR6_QBL_HAP6	+	4168580	4181419	6	7	N	
HLA-DOA	CHR6_QBL_HAP6	-	4204052	4209482	6	7	N	
HLA-DPA1	CHR6_QBL_HAP6	-	4264796	4281012	7	8	N	
HLA-DPB1	CHR6_QBL_HAP6	+	4276153	4289926	7	8	N	
HLA-DPB2	CHR6_QBL_HAP6	+	4312747	4329060	6	7	N	
COL11A2	CHR6_QBL_HAP6	-	4362691	4392467	6	7	N	
RXRB	CHR6_QBL_HAP6	-	4393583	4400696	6	6	N	
SLC39A7	CHR6_QBL_HAP6	+	4400825	4404437	6	6	N	
HSD17B8	CHR6_QBL_HAP6	+	4404636	4406835	6	6	N	
MIR219-1	CHR6_QBL_HAP6	+	4407838	4407948	6	6	N	
RING1	CHR6_QBL_HAP6	+	4408512	4412726	6	6	N	
HCG25	CHR6_QBL_HAP6	+	4449531	4454883	6	7	N	
VPS52	CHR6_QBL_HAP6	-	4450267	4471898	6	7	N	
RPS18	CHR6_QBL_HAP6	+	4472087	4476520	5	6	N	
B3GALT4	CHR6_QBL_HAP6	+	4477155	4478841	5	5	N	
WDR46	CHR6_QBL_HAP6	-	4479118	4489547	5	5	N	
PFDN6	CHR6_QBL_HAP6	+	4489616	4490954	5	5	N	
RGL2	CHR6_QBL_HAP6	-	4491673	4499405	5	5	N	
TAPBP	CHR6_QBL_HAP6	-	4499711	4514410	5	5	N	
ZBTB22	CHR6_QBL_HAP6	-	4514427	4517966	5	5	N	
DAXX	CHR6_QBL_HAP6	-	4518582	4523042	5	5	N	
KIFC1	CHR6_QBL_HAP6	+	4591539	4609904	2	3	N	
LOC401242	CHR6_SSTO_HAP7	-	168170	172220	8	8	N	
TRIM27	CHR6_SSTO_HAP7	-	211701	232682	7	7	N	
ZNF311	CHR6_SSTO_HAP7	-	303579	313918	7	7	N	
LOC100129636	CHR6_SSTO_HAP7	+	344879	385401	8	8	N	
OR2W1	CHR6_SSTO_HAP7	-	352867	353830	8	8	N	
OR2B3	CHR6_SSTO_HAP7	-	394868	395974	8	8	N	
OR2J3	CHR6_SSTO_HAP7	+	420552	421488	8	8	N	
OR2J2	CHR6_SSTO_HAP7	+	482199	483240	8	8	N	
OR14J1	CHR6_SSTO_HAP7	+	615420	616386	7	7	N	
OR5V1	CHR6_SSTO_HAP7	-	663978	665026	5	5	N	
OR12D3	CHR6_SSTO_HAP7	-	681845	683714	6	6	N	
OR12D2	CHR6_SSTO_HAP7	+	704941	705974	6	6	N	
OR11A1	CHR6_SSTO_HAP7	-	733812	736041	8	8	N	
OR10C1	CHR6_SSTO_HAP7	+	748247	749286	8	8	N	
OR2H1	CHR6_SSTO_HAP7	+	766763	772633	8	8	N	
MAS1L	CHR6_SSTO_HAP7	-	795074	796211	8	8	N	
LOC100507362	CHR6_SSTO_HAP7	+	837719	841882	8	8	N	
MOG	CHR6_SSTO_HAP7	+	965313	980702	8	8	N	
ZFP57	CHR6_SSTO_HAP7	-	980721	985482	8	8	N	
HLA-F	CHR6_SSTO_HAP7	+	1028896	1032823	7	7	N	
HLA-F-AS1	CHR6_SSTO_HAP7	-	1032127	1054576	6	6	N	
IFITM4P	CHR6_SSTO_HAP7	-	1056330	1056673	7	7	N	
HCG4	CHR6_SSTO_HAP7	-	1096479	1098522	8	8	N	
LOC554223	CHR6_SSTO_HAP7	+	1097354	1103140	8	8	N	
HLA-G	CHR6_SSTO_HAP7	+	1132307	1136465	7	7	N	
HLA-H	CHR6_SSTO_HAP7	+	1186739	1190195	8	8	N	
HCG4B	CHR6_SSTO_HAP7	-	1223622	1224684	7	7	N	
HLA-A	CHR6_SSTO_HAP7	+	1239581	1243012	8	8	N	
HCG9	CHR6_SSTO_HAP7	+	1272215	1275499	7	7	N	
ZNRD1-AS1	CHR6_SSTO_HAP7	-	1298114	1359404	8	8	N	
HLA-J	CHR6_SSTO_HAP7	+	1303075	1307061	8	8	N	
ZNRD1	CHR6_SSTO_HAP7	+	1359478	1363126	8	8	N	
PPP1R11	CHR6_SSTO_HAP7	+	1365371	1368548	8	8	N	
RNF39	CHR6_SSTO_HAP7	-	1368482	1374068	8	8	N	
TRIM31	CHR6_SSTO_HAP7	-	1401126	1411311	8	8	N	
TRIM40	CHR6_SSTO_HAP7	+	1434969	1446965	8	8	N	
TRIM10	CHR6_SSTO_HAP7	-	1450169	1459159	8	8	N	
TRIM15	CHR6_SSTO_HAP7	+	1461434	1470925	8	8	N	
TRIM26	CHR6_SSTO_HAP7	-	1482639	1511683	8	8	N	
HCG17	CHR6_SSTO_HAP7	-	1532220	1623886	7	7	N	HCG18 CHR6_SSTO_HAP7 - 1585164 1624902;
HLA-L	CHR6_SSTO_HAP7	+	1557339	1564729	6	6	N	
HCG18	CHR6_SSTO_HAP7	-	1585164	1624902	7	7	N	HCG17 CHR6_SSTO_HAP7 - 1532220 1623886;
TRIM39	CHR6_SSTO_HAP7	+	1624595	1641484	7	7	N	TRIM39-RPP21 CHR6_SSTO_HAP7 + 1627063 1644613;
TRIM39-RPP21	CHR6_SSTO_HAP7	+	1627063	1644613	7	7	N	RPP21 CHR6_SSTO_HAP7 + 1642883 1644613;TRIM39 CHR6_SSTO_HAP7 + 1624595 1641484;
RPP21	CHR6_SSTO_HAP7	+	1642883	1644613	7	7	N	TRIM39-RPP21 CHR6_SSTO_HAP7 + 1627063 1644613;
HLA-E	CHR6_SSTO_HAP7	+	1789472	1794272	7	7	N	
GNL1	CHR6_SSTO_HAP7	-	1841431	1857647	8	8	N	
PRR3	CHR6_SSTO_HAP7	+	1856761	1864749	7	7	N	
ABCF1	CHR6_SSTO_HAP7	+	1871447	1891586	7	7	N	MIR877 CHR6_SSTO_HAP7 + 1884390 1884476;
MIR877	CHR6_SSTO_HAP7	+	1884390	1884476	7	7	N	ABCF1 CHR6_SSTO_HAP7 + 1871447 1891586;
PPP1R10	CHR6_SSTO_HAP7	-	1900455	1917363	7	7	N	
MRPS18B	CHR6_SSTO_HAP7	+	1917764	1926453	7	7	N	
ATAT1	CHR6_SSTO_HAP7	+	1926891	1946878	7	7	N	
C6orf136	CHR6_SSTO_HAP7	+	1947095	1953259	7	7	N	
DHX16	CHR6_SSTO_HAP7	-	1953167	1973134	8	8	N	
PPP1R18	CHR6_SSTO_HAP7	-	1976469	1979473	8	8	N	
MDC1	CHR6_SSTO_HAP7	-	1999890	2017765	8	8	N	
TUBB	CHR6_SSTO_HAP7	+	2020463	2025502	8	8	N	
FLOT1	CHR6_SSTO_HAP7	-	2027817	2042770	8	8	N	
IER3	CHR6_SSTO_HAP7	-	2043292	2044644	6	6	N	
MUC22	CHR6_SSTO_HAP7	+	2305959	2335435	8	8	N	
HCG22	CHR6_SSTO_HAP7	+	2356207	2362626	8	8	N	
TCF19	CHR6_SSTO_HAP7	+	2461238	2466929	7	7	N	
POU5F1	CHR6_SSTO_HAP7	-	2467050	2473404	7	7	N	
PSORS1C3	CHR6_SSTO_HAP7	-	2476463	2480630	7	7	N	
HCG27	CHR6_SSTO_HAP7	+	2500481	2506687	6	6	N	
HLA-C	CHR6_SSTO_HAP7	-	2570004	2573382	7	7	N	
HLA-B	CHR6_SSTO_HAP7	-	2655407	2658748	6	6	N	
MICA	CHR6_SSTO_HAP7	+	2701358	2716888	5	5	N	
HCP5	CHR6_SSTO_HAP7	+	2761726	2764356	4	4	N	
HCG26	CHR6_SSTO_HAP7	+	2769771	2770951	6	6	N	
MICB	CHR6_SSTO_HAP7	+	2796670	2809708	8	8	N	
MCCD1	CHR6_SSTO_HAP7	+	2827543	2828813	8	8	N	
ATP6V1G2-DDX39B	CHR6_SSTO_HAP7	-	2828800	2845430	8	8	N	ATP6V1G2 CHR6_SSTO_HAP7 - 2843032 2845430;DDX39B CHR6_SSTO_HAP7 - 2828800 2841057;SNORD117 CHR6_SSTO_HAP7 - 2834955 2835031;SNORD84 CHR6_SSTO_HAP7 - 2839682 2839760;
DDX39B	CHR6_SSTO_HAP7	-	2828800	2841057	8	8	N	ATP6V1G2-DDX39B CHR6_SSTO_HAP7 - 2828800 2845430;SNORD117 CHR6_SSTO_HAP7 - 2834955 2835031;SNORD84 CHR6_SSTO_HAP7 - 2839682 2839760;
SNORD117	CHR6_SSTO_HAP7	-	2834955	2835031	8	8	N	ATP6V1G2-DDX39B CHR6_SSTO_HAP7 - 2828800 2845430;DDX39B CHR6_SSTO_HAP7 - 2828800 2841057;
SNORD84	CHR6_SSTO_HAP7	-	2839682	2839760	7	7	N	ATP6V1G2-DDX39B CHR6_SSTO_HAP7 - 2828800 2845430;DDX39B CHR6_SSTO_HAP7 - 2828800 2841057;
ATP6V1G2	CHR6_SSTO_HAP7	-	2843032	2845430	7	7	N	ATP6V1G2-DDX39B CHR6_SSTO_HAP7 - 2828800 2845430;
NFKBIL1	CHR6_SSTO_HAP7	+	2845432	2857408	7	7	N	
LTA	CHR6_SSTO_HAP7	+	2870676	2872901	7	7	N	
TNF	CHR6_SSTO_HAP7	+	2874144	2876913	8	8	N	
LTB	CHR6_SSTO_HAP7	-	2879136	2881003	8	8	N	
LST1	CHR6_SSTO_HAP7	+	2884757	2887488	8	8	N	
NCR3	CHR6_SSTO_HAP7	-	2887461	2891563	8	8	N	
AIF1	CHR6_SSTO_HAP7	+	2913800	2915605	6	6	N	
PRRC2A	CHR6_SSTO_HAP7	+	2919252	2936356	7	7	N	SNORA38 CHR6_SSTO_HAP7 + 2921655 2921787;
SNORA38	CHR6_SSTO_HAP7	+	2921655	2921787	7	7	N	PRRC2A CHR6_SSTO_HAP7 + 2919252 2936356;
BAG6	CHR6_SSTO_HAP7	-	2937601	2951276	7	7	N	
APOM	CHR6_SSTO_HAP7	+	2950985	2956785	7	7	N	
C6orf47	CHR6_SSTO_HAP7	-	2956872	2959347	7	7	N	
GPANK1	CHR6_SSTO_HAP7	-	2959803	2964865	7	7	N	
CSNK2B	CHR6_SSTO_HAP7	+	2964461	2968648	7	7	N	
LY6G5B	CHR6_SSTO_HAP7	+	2969532	2971032	7	7	N	
LY6G5C	CHR6_SSTO_HAP7	-	2975265	2978956	7	7	N	
ABHD16A	CHR6_SSTO_HAP7	-	2985531	3001955	7	7	N	MIR4646 CHR6_SSTO_HAP7 - 2999625 2999688;
MIR4646	CHR6_SSTO_HAP7	-	2999625	2999688	7	7	N	ABHD16A CHR6_SSTO_HAP7 - 2985531 3001955;
LY6G6F	CHR6_SSTO_HAP7	+	3005496	3009187	7	7	N	
LY6G6E	CHR6_SSTO_HAP7	-	3010569	3012659	7	7	N	
LY6G6D	CHR6_SSTO_HAP7	+	3013949	3016398	7	7	N	
LY6G6C	CHR6_SSTO_HAP7	-	3017241	3020328	7	7	N	
C6orf25	CHR6_SSTO_HAP7	+	3021937	3025302	7	7	N	
DDAH2	CHR6_SSTO_HAP7	-	3025633	3028856	7	7	N	
CLIC1	CHR6_SSTO_HAP7	-	3029174	3035164	7	7	N	
MSH5	CHR6_SSTO_HAP7	+	3038542	3061268	8	8	N	MSH5-SAPCD1 CHR6_SSTO_HAP7 + 3038542 3063437;
MSH5-SAPCD1	CHR6_SSTO_HAP7	+	3038542	3063437	7	7	N	MSH5 CHR6_SSTO_HAP7 + 3038542 3061268;SAPCD1 CHR6_SSTO_HAP7 + 3061585 3063437;
SAPCD1	CHR6_SSTO_HAP7	+	3061585	3063437	6	6	N	MSH5-SAPCD1 CHR6_SSTO_HAP7 + 3038542 3063437;
VWA7	CHR6_SSTO_HAP7	-	3064183	3075920	6	6	N	
VARS	CHR6_SSTO_HAP7	-	3076106	3093568	7	7	N	
NEU1	CHR6_SSTO_HAP7	-	3159576	3163457	8	8	N	
SLC44A4	CHR6_SSTO_HAP7	-	3163717	3179566	7	7	N	
EHMT2	CHR6_SSTO_HAP7	-	3180279	3190124	7	7	N	
C2	CHR6_SSTO_HAP7	+	3228025	3246159	7	7	N	
CFB	CHR6_SSTO_HAP7	+	3246430	3252571	7	7	N	
RDBP	CHR6_SSTO_HAP7	-	3252573	3259574	6	6	N	MIR1236 CHR6_SSTO_HAP7 - 3257325 3257427;
MIR1236	CHR6_SSTO_HAP7	-	3257325	3257427	6	6	N	RDBP CHR6_SSTO_HAP7 - 3252573 3259574;
SKIV2L	CHR6_SSTO_HAP7	+	3259290	3270242	6	6	N	
DOM3Z	CHR6_SSTO_HAP7	-	3270297	3272742	6	6	N	
STK19	CHR6_SSTO_HAP7	+	3271661	3314671	6	6	Y	C4A CHR6_SSTO_HAP7 + 3282543 3335905;C4B CHR6_SSTO_HAP7 + 3282543 3335906;CYP21A1P CHR6_SSTO_HAP7 + 3306122 3309396;CYP21A2 CHR6_SSTO_HAP7 + 3306068 3342155;LOC100293534 CHR6_SSTO_HAP7 + 3282543 3335906;
C4A	CHR6_SSTO_HAP7	+	3282543	3335905	6	6	Y	C4B CHR6_SSTO_HAP7 + 3282543 3335906;CYP21A1P CHR6_SSTO_HAP7 + 3306122 3309396;CYP21A2 CHR6_SSTO_HAP7 + 3306068 3342155;LOC100293534 CHR6_SSTO_HAP7 + 3282543 3335906;STK19 CHR6_SSTO_HAP7 + 3271661 3314671;
C4B	CHR6_SSTO_HAP7	+	3282543	3335906	6	6	Y	C4A CHR6_SSTO_HAP7 + 3282543 3335905;CYP21A1P CHR6_SSTO_HAP7 + 3306122 3309396;CYP21A2 CHR6_SSTO_HAP7 + 3306068 3342155;LOC100293534 CHR6_SSTO_HAP7 + 3282543 3335906;STK19 CHR6_SSTO_HAP7 + 3271661 3314671;
LOC100293534	CHR6_SSTO_HAP7	+	3282543	3335906	6	6	Y	C4A CHR6_SSTO_HAP7 + 3282543 3335905;C4B CHR6_SSTO_HAP7 + 3282543 3335906;CYP21A1P CHR6_SSTO_HAP7 + 3306122 3309396;CYP21A2 CHR6_SSTO_HAP7 + 3306068 3342155;STK19 CHR6_SSTO_HAP7 + 3271661 3314671;
CYP21A2	CHR6_SSTO_HAP7	+	3306068	3342155	6	6	N	C4A CHR6_SSTO_HAP7 + 3282543 3335905;C4B CHR6_SSTO_HAP7 + 3282543 3335906;CYP21A1P CHR6_SSTO_HAP7 + 3306122 3309396;LOC100293534 CHR6_SSTO_HAP7 + 3282543 3335906;STK19 CHR6_SSTO_HAP7 + 3271661 3314671;
CYP21A1P	CHR6_SSTO_HAP7	+	3306122	3309396	6	6	N	C4A CHR6_SSTO_HAP7 + 3282543 3335905;C4B CHR6_SSTO_HAP7 + 3282543 3335906;CYP21A2 CHR6_SSTO_HAP7 + 3306068 3342155;LOC100293534 CHR6_SSTO_HAP7 + 3282543 3335906;STK19 CHR6_SSTO_HAP7 + 3271661 3314671;
TNXA	CHR6_SSTO_HAP7	-	3308906	3313510	6	6	N	TNXB CHR6_SSTO_HAP7 - 3308906 3368931;
TNXB	CHR6_SSTO_HAP7	-	3308906	3368931	7	7	Y	TNXA CHR6_SSTO_HAP7 - 3308906 3313510;
PRRT1	CHR6_SSTO_HAP7	-	3463864	3467445	8	8	N	
LOC100507547	CHR6_SSTO_HAP7	-	3468303	3469867	8	8	N	
PPT2	CHR6_SSTO_HAP7	+	3468953	3479185	8	8	N	PPT2-EGFL8 CHR6_SSTO_HAP7 + 3469500 3483790;
PPT2-EGFL8	CHR6_SSTO_HAP7	+	3469500	3483790	8	8	N	EGFL8 CHR6_SSTO_HAP7 + 3480108 3483790;PPT2 CHR6_SSTO_HAP7 + 3468953 3479185;
EGFL8	CHR6_SSTO_HAP7	+	3480108	3483790	7	7	N	PPT2-EGFL8 CHR6_SSTO_HAP7 + 3469500 3483790;
AGPAT1	CHR6_SSTO_HAP7	-	3483710	3493616	7	7	N	
RNF5	CHR6_SSTO_HAP7	+	3493889	3496298	7	7	N	RNF5P1 CHR6_SSTO_HAP7 + 3493959 3496295;
RNF5P1	CHR6_SSTO_HAP7	+	3493959	3496295	6	7	N	RNF5 CHR6_SSTO_HAP7 + 3493889 3496298;
AGER	CHR6_SSTO_HAP7	-	3496472	3499827	7	7	N	
PBX2	CHR6_SSTO_HAP7	-	3500237	3505689	7	7	N	
GPSM3	CHR6_SSTO_HAP7	-	3506268	3511026	7	7	N	NOTCH4 CHR6_SSTO_HAP7 - 3510345 3539573;
NOTCH4	CHR6_SSTO_HAP7	-	3510345	3539573	7	7	N	GPSM3 CHR6_SSTO_HAP7 - 3506268 3511026;
C6orf10	CHR6_SSTO_HAP7	-	3608269	3687126	8	8	N	
HCG23	CHR6_SSTO_HAP7	+	3705728	3708911	8	8	N	
BTNL2	CHR6_SSTO_HAP7	-	3709955	3722348	8	8	N	
HLA-DRA	CHR6_SSTO_HAP7	+	3754282	3759493	7	7	N	
HLA-DRB1	CHR6_SSTO_HAP7	-	3850433	3993164	5	5	N	HLA-DRB4 CHR6_SSTO_HAP7 - 3850433 3865402;
HLA-DRB4	CHR6_SSTO_HAP7	-	3850433	3865402	2	2	N	HLA-DRB1 CHR6_SSTO_HAP7 - 3850433 3993164;
HLA-DQA2	CHR6_SSTO_HAP7	+	4140830	4146332	8	8	N	
HLA-DQB2	CHR6_SSTO_HAP7	-	4155540	4162996	8	8	N	
HLA-DOB	CHR6_SSTO_HAP7	-	4211472	4215758	6	6	N	
TAP2	CHR6_SSTO_HAP7	-	4220532	4237318	8	8	N	
PSMB8	CHR6_SSTO_HAP7	-	4239266	4243485	8	8	N	
LOC100507463	CHR6_SSTO_HAP7	+	4242635	4245050	8	8	N	
TAP1	CHR6_SSTO_HAP7	-	4243758	4252521	8	8	N	
PSMB9	CHR6_SSTO_HAP7	+	4252710	4258398	8	8	N	
LOC100294145	CHR6_SSTO_HAP7	+	4292680	4302272	8	8	N	
HLA-DMB	CHR6_SSTO_HAP7	-	4333159	4339601	8	8	N	
HLA-DMA	CHR6_SSTO_HAP7	-	4347146	4351658	8	8	N	
BRD2	CHR6_SSTO_HAP7	+	4367204	4430060	7	7	N	
HLA-DOA	CHR6_SSTO_HAP7	-	4452675	4458104	7	7	N	
HLA-DPA1	CHR6_SSTO_HAP7	-	4512849	4529059	8	8	N	
HLA-DPB1	CHR6_SSTO_HAP7	+	4524206	4537977	8	8	N	
HLA-DPB2	CHR6_SSTO_HAP7	+	4560770	4577055	7	7	N	
COL11A2	CHR6_SSTO_HAP7	-	4610635	4637414	7	7	N	
HCG25	CHR6_SSTO_HAP7	+	4697537	4702888	7	7	N	
VPS52	CHR6_SSTO_HAP7	-	4698273	4719864	7	7	N	
RPS18	CHR6_SSTO_HAP7	+	4720053	4720706	6	6	N	
KIFC1	CHR6_SSTO_HAP7	+	4839528	4857918	3	3	N	
PHF1	CHR6_SSTO_HAP7	+	4859020	4864476	2	2	N	
CUTA	CHR6_SSTO_HAP7	-	4864564	4866311	2	2	N	
SYNGAP1	CHR6_SSTO_HAP7	+	4868092	4901710	2	2	N	MIR5004 CHR6_SSTO_HAP7 + 4886353 4886460;
MIR5004	CHR6_SSTO_HAP7	+	4886353	4886460	2	2	N	SYNGAP1 CHR6_SSTO_HAP7 + 4868092 4901710;
ZBTB9	CHR6_SSTO_HAP7	+	4902599	4905564	2	2	N	
FAM20C	CHR7	+	192968	300740	1	1	N	
LOC100288524	CHR7	+	330135	331454	1	1	N	
LOC442497	CHR7	+	419390	422845	1	1	N	
PDGFA	CHR7	-	536896	559481	1	1	N	
FLJ44511	CHR7	+	560027	564869	1	1	N	
PRKAR1B	CHR7	-	588833	767313	1	1	N	
HEATR2	CHR7	+	766337	826116	1	1	N	
SUN1	CHR7	+	855193	914557	1	1	N	
GET4	CHR7	+	916190	936071	1	1	N	
ADAP1	CHR7	-	937536	994289	1	1	N	
COX19	CHR7	-	1004485	1015235	1	1	N	
CYP2W1	CHR7	+	1022834	1029276	1	1	N	
C7orf50	CHR7	-	1036622	1177893	1	1	N	MIR339 CHR7 - 1062568 1062662;
MIR339	CHR7	-	1062568	1062662	1	1	N	C7orf50 CHR7 - 1036622 1177893;
GPR146	CHR7	+	1097140	1098897	1	1	N	
GPER	CHR7	+	1126442	1133451	1	1	N	
ZFAND2A	CHR7	-	1192542	1199855	1	1	N	
UNCX	CHR7	+	1272653	1276613	1	1	N	
MICALL2	CHR7	-	1473994	1499109	1	1	N	
INTS1	CHR7	-	1509912	1544018	1	1	N	
MAFK	CHR7	+	1570367	1582679	1	1	N	
TMEM184A	CHR7	-	1581870	1596066	1	1	N	
PSMG3	CHR7	-	1606969	1609668	1	1	N	
KIAA1908	CHR7	+	1609708	1629261	1	1	N	
TFAMP1	CHR7	+	1654105	1656328	1	1	N	
ELFN1	CHR7	+	1748797	1787590	1	1	N	
MAD1L1	CHR7	-	1855427	2272583	1	1	N	MIR4655 CHR7 - 1883815 1883889;
MIR4655	CHR7	-	1883815	1883889	1	1	N	MAD1L1 CHR7 - 1855427 2272583;
FTSJ2	CHR7	-	2273925	2281833	1	1	N	
NUDT1	CHR7	+	2281856	2290780	1	1	N	
SNX8	CHR7	-	2291404	2354099	1	1	N	
EIF3B	CHR7	+	2394473	2420377	1	1	N	
CHST12	CHR7	+	2443194	2474216	1	1	N	
LFNG	CHR7	+	2552162	2568810	1	1	N	MIR4648 CHR7 + 2566707 2566786;
MIR4648	CHR7	+	2566707	2566786	1	1	N	LFNG CHR7 + 2552162 2568810;
BRAT1	CHR7	-	2577443	2595392	1	1	N	
IQCE	CHR7	+	2598631	2654368	1	1	N	
TTYH3	CHR7	+	2671602	2704436	1	1	N	
AMZ1	CHR7	+	2719162	2755069	1	1	N	
GNA12	CHR7	-	2767740	2883959	1	1	N	
CARD11	CHR7	-	2945709	3083509	1	1	N	
SDK1	CHR7	+	3341079	4308631	1	1	N	
FOXK1	CHR7	+	4721929	4811074	1	1	N	
AP5Z1	CHR7	+	4815261	4834026	1	1	N	
MIR4656	CHR7	-	4828195	4828270	1	1	N	
RADIL	CHR7	-	4838739	4923335	1	1	N	PAPOLB CHR7 - 4897368 4901625;
PAPOLB	CHR7	-	4897368	4901625	1	1	N	RADIL CHR7 - 4838739 4923335;
MMD2	CHR7	-	4931875	4998844	1	1	N	
RNF216P1	CHR7	+	5013615	5037800	1	1	N	
RBAK	CHR7	+	5085451	5109119	1	1	N	RBAK-LOC389458 CHR7 + 5085451 5112854;
RBAK-LOC389458	CHR7	+	5085451	5112854	1	1	N	LOC389458 CHR7 + 5111690 5112854;RBAK CHR7 + 5085451 5109119;
LOC389458	CHR7	+	5111690	5112854	1	1	N	RBAK-LOC389458 CHR7 + 5085451 5112854;
ZNF890P	CHR7	-	5160940	5184177	1	1	N	
WIPI2	CHR7	+	5229834	5273486	1	1	N	
SLC29A4	CHR7	+	5322560	5343704	1	1	N	
TNRC18	CHR7	-	5346422	5463177	1	1	N	
FBXL18	CHR7	-	5515427	5553399	1	1	N	MIR589 CHR7 - 5535449 5535548;
MIR589	CHR7	-	5535449	5535548	1	1	N	FBXL18 CHR7 - 5515427 5553399;
ACTB	CHR7	-	5566778	5570232	1	1	N	
FSCN1	CHR7	+	5632435	5646287	1	1	N	
RNF216	CHR7	-	5659671	5821361	1	1	N	RNF216-IT1 CHR7 - 5702062 5720092;
RNF216-IT1	CHR7	-	5702062	5720092	1	1	N	RNF216 CHR7 - 5659671 5821361;
ZNF815P	CHR7	+	5862790	5894066	1	1	N	
OCM	CHR7	+	5920428	5925994	1	1	N	
CCZ1	CHR7	+	5938340	5965603	1	1	N	
RSPH10B	CHR7	-	5965776	6010314	1	1	N	
PMS2	CHR7	-	6012869	6048737	1	1	N	
AIMP2	CHR7	+	6048881	6063465	1	1	N	
EIF2AK1	CHR7	-	6061877	6098860	1	1	N	
USP42	CHR7	+	6144549	6201195	1	1	N	
CYTH3	CHR7	-	6201411	6312242	1	1	N	
FAM220A	CHR7	-	6369039	6388590	1	1	N	
RAC1	CHR7	+	6414125	6443598	1	1	N	
DAGLB	CHR7	-	6448746	6487643	1	1	N	
KDELR2	CHR7	-	6500711	6523849	1	1	N	
GRID2IP	CHR7	-	6536408	6591067	1	1	N	
ZDHHC4	CHR7	+	6617064	6628610	1	1	N	
C7orf26	CHR7	+	6629914	6648355	1	1	N	
ZNF853	CHR7	+	6655526	6663921	1	1	N	
ZNF12	CHR7	-	6728063	6746566	1	1	N	
PMS2CL	CHR7	+	6774935	6791232	1	1	N	
RSPH10B2	CHR7	+	6793739	6838396	1	1	N	
CCZ1B	CHR7	-	6838565	6865926	1	1	N	
LOC100131257	CHR7	-	7115400	7136417	1	1	N	
C1GALT1	CHR7	+	7222245	7288251	1	1	N	
COL28A1	CHR7	-	7398243	7575460	1	1	N	
MIOS	CHR7	+	7606615	7647110	1	1	N	
RPA3	CHR7	-	7676574	7758238	1	1	N	
