GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
SLC25A32	CHR8	-	104480041	104496644	1	1	N	
DCAF13	CHR8	+	104496117	104524856	1	1	N	
RIMS2	CHR8	+	104582151	105335832	1	1	N	
DCSTAMP	CHR8	+	105421199	105438093	1	1	N	
DPYS	CHR8	-	105460827	105548453	1	1	N	
LRP12	CHR8	-	105570635	105670428	1	1	N	
ZFPM2	CHR8	+	106400322	106885943	1	1	N	
OXR1	CHR8	+	107351581	107834097	1	1	N	
ABRA	CHR8	-	107840886	107851648	1	1	N	
ANGPT1	CHR8	-	108330885	108579430	1	1	N	
RSPO2	CHR8	-	108980719	109165089	1	1	N	
EIF3E	CHR8	-	109283147	109330135	1	1	N	
EMC2	CHR8	+	109525028	109568312	1	1	N	
TMEM74	CHR8	-	109864521	109868946	1	1	N	
TRHR	CHR8	+	110168828	110200988	1	1	N	
NUDCD1	CHR8	-	110322323	110415526	1	1	N	
ENY2	CHR8	+	110415727	110427365	1	1	N	
PKHD1L1	CHR8	+	110443881	110612676	1	1	N	
EBAG9	CHR8	+	110621104	110646567	1	1	N	
SYBU	CHR8	-	110655580	110773196	1	1	N	
KCNV1	CHR8	-	111048408	111056135	1	1	N	
CSMD3	CHR8	-	113304332	114518418	1	1	N	
MIR2053	CHR8	+	113724897	113724988	1	1	N	
TRPS1	CHR8	-	116489899	116750402	1	1	N	
LINC00536	CHR8	-	117031913	117406478	1	1	N	
EIF3H	CHR8	-	117726235	117837243	1	1	N	
UTP23	CHR8	+	117847922	117856102	1	1	N	
RAD21	CHR8	-	117927353	117956286	1	1	N	MIR3610 CHR8 - 117956147 117956220;
RAD21-AS1	CHR8	+	117955843	117958288	1	1	N	
MIR3610	CHR8	-	117956147	117956220	1	1	N	RAD21 CHR8 - 117927353 117956286;
AARD	CHR8	+	118019644	118025420	1	1	N	
SLC30A8	CHR8	+	118031692	118258134	1	1	N	
MED30	CHR8	+	118602145	118621682	1	1	N	
EXT1	CHR8	-	118880782	119193239	1	1	N	
SAMD12	CHR8	-	119270875	119703365	1	1	N	
SAMD12-AS1	CHR8	+	119702420	119807487	1	1	N	
TNFRSF11B	CHR8	-	120004976	120033564	1	1	N	
COLEC10	CHR8	+	120148604	120188383	1	1	N	
MAL2	CHR8	+	120289790	120327095	1	1	N	
NOV	CHR8	+	120497732	120505859	1	1	N	
ENPP2	CHR8	-	120638497	120720287	1	1	N	
TAF2	CHR8	-	120812194	120914255	1	1	N	
DSCC1	CHR8	-	120915361	120937351	1	1	N	
DEPTOR	CHR8	+	120955080	121132338	1	1	N	
COL14A1	CHR8	+	121206532	121453454	1	1	N	
MRPL13	CHR8	-	121477263	121526828	1	1	N	
MTBP	CHR8	+	121526818	121605056	1	1	N	
SNTB1	CHR8	-	121617165	121893490	1	1	N	
HAS2	CHR8	-	122694451	122722811	1	1	N	
HAS2-AS1	CHR8	+	122720766	122726745	1	1	N	
ZHX2	CHR8	+	123863081	124055936	1	1	N	
DERL1	CHR8	-	124094584	124123844	1	1	N	
WDR67	CHR8	+	124154100	124233573	1	1	N	
FAM83A	CHR8	+	124263932	124291499	1	1	N	
LOC100131726	CHR8	-	124282592	124284164	1	1	N	
MIR4663	CHR8	-	124297208	124297284	1	1	N	
C8orf76	CHR8	-	124301376	124322819	1	1	N	ZHX1-C8ORF76 CHR8 - 124307609 124355908;
ZHX1-C8ORF76	CHR8	-	124307609	124355908	1	1	N	C8orf76 CHR8 - 124301376 124322819;ZHX1 CHR8 - 124329870 124356962;
ZHX1	CHR8	-	124329870	124356962	1	1	N	ZHX1-C8ORF76 CHR8 - 124307609 124355908;
ATAD2	CHR8	-	124401271	124477886	1	1	N	
WDYHV1	CHR8	+	124498145	124523441	1	1	N	
FBXO32	CHR8	-	124579307	124622674	1	1	N	
KLHL38	CHR8	-	124727095	124734371	1	1	N	
ANXA13	CHR8	-	124762214	124818828	1	1	N	
FAM91A1	CHR8	+	124850062	124896871	1	1	N	
FER1L6	CHR8	+	124933407	125201483	1	1	N	
FER1L6-AS1	CHR8	-	125065558	125122204	1	1	N	
TMEM65	CHR8	-	125392339	125454121	1	1	N	
TRMT12	CHR8	+	125532228	125534447	1	1	N	
RNF139	CHR8	+	125556188	125570040	1	1	N	
TATDN1	CHR8	-	125569915	125620510	1	1	N	
NDUFB9	CHR8	+	125620523	125631408	1	1	N	
MTSS1	CHR8	-	125632208	125809911	1	1	N	
MIR4662B	CHR8	-	125903400	125903481	1	1	N	
MIR4662A	CHR8	+	125903407	125903474	1	1	N	
LOC157381	CHR8	+	126023430	126032518	1	1	N	
ZNF572	CHR8	+	126054719	126060811	1	1	N	
SQLE	CHR8	+	126079900	126103707	1	1	N	
KIAA0196	CHR8	-	126105684	126173243	1	1	N	
NSMCE2	CHR8	+	126173264	126448549	1	1	N	
TRIB1	CHR8	+	126511744	126519826	1	1	N	
LOC100130231	CHR8	-	127003948	127032623	1	1	N	
FAM84B	CHR8	-	127633864	127639893	1	1	N	
PCAT1	CHR8	+	128094580	128102441	1	1	N	
POU5F1B	CHR8	+	128497038	128498623	1	1	N	
LOC727677	CHR8	-	128524776	128563566	1	1	N	
MYC	CHR8	+	128817496	128822862	1	1	N	
MIR1204	CHR8	+	128877389	128877456	1	1	N	
PVT1	CHR8	+	128972055	129182681	1	1	N	MIR1205 CHR8 + 129042060 129042123;MIR1206 CHR8 + 129090325 129090384;MIR1207 CHR8 + 129130579 129130666;
MIR1205	CHR8	+	129042060	129042123	1	1	N	PVT1 CHR8 + 128972055 129182681;
MIR1206	CHR8	+	129090325	129090384	1	1	N	PVT1 CHR8 + 128972055 129182681;
MIR1207	CHR8	+	129130579	129130666	1	1	N	PVT1 CHR8 + 128972055 129182681;
MIR1208	CHR8	+	129231543	129231616	1	1	N	
LOC728724	CHR8	-	130297894	130322668	1	1	N	
GSDMC	CHR8	-	130829623	130868316	1	1	N	
FAM49B	CHR8	-	130921020	131098079	1	1	N	MIR5194 CHR8 - 131089761 131089881;
MIR5194	CHR8	-	131089761	131089881	1	1	N	FAM49B CHR8 - 130921020 131098079;
ASAP1	CHR8	-	131133532	131525088	1	1	N	ASAP1-IT1 CHR8 - 131376782 131377961;LOC100507117 CHR8 - 131164165 131166196;
LOC100507117	CHR8	-	131164165	131166196	1	1	N	ASAP1 CHR8 - 131133532 131525088;
ASAP1-IT1	CHR8	-	131376782	131377961	1	1	N	ASAP1 CHR8 - 131133532 131525088;
ADCY8	CHR8	-	131861728	132122017	1	1	N	
EFR3A	CHR8	+	132985537	133095068	1	1	N	
OC90	CHR8	-	133105648	133140809	1	1	N	
HHLA1	CHR8	-	133142914	133186694	1	1	N	
KCNQ3	CHR8	-	133202286	133562186	1	1	N	
HPYR1	CHR8	-	133641926	133642908	1	1	N	
LRRC6	CHR8	-	133653628	133756995	1	1	N	
TMEM71	CHR8	-	133791373	133842096	1	1	N	
PHF20L1	CHR8	+	133856785	133930234	1	1	N	
TG	CHR8	+	133948386	134216325	1	1	N	
SLA	CHR8	-	134118154	134184492	1	1	N	
WISP1	CHR8	+	134272463	134313114	1	1	N	
NDRG1	CHR8	-	134318595	134378729	1	1	N	
ST3GAL1	CHR8	-	134536272	134653365	1	1	N	
ZFAT	CHR8	-	135559212	135794474	1	1	N	
ZFAT-AS1	CHR8	+	135679495	135682114	1	1	N	
MIR30B	CHR8	-	135881944	135882032	1	1	N	
MIR30D	CHR8	-	135886300	135886370	1	1	N	
LOC286094	CHR8	+	136315555	136381144	1	1	N	
KHDRBS3	CHR8	+	136538897	136729030	1	1	N	
FAM135B	CHR8	-	139211447	139578247	1	1	N	
COL22A1	CHR8	-	139669659	139995418	1	1	N	
KCNK9	CHR8	-	140693985	140784481	1	1	N	
TRAPPC9	CHR8	-	140811767	141537860	1	1	N	
CHRAC1	CHR8	+	141590578	141596434	1	1	N	
EIF2C2	CHR8	-	141610445	141714828	1	1	N	RNU6-6 CHR8 - 141633438 141734361;
RNU6-6	CHR8	-	141633438	141734361	1	1	N	EIF2C2 CHR8 - 141610445 141714828;
PTK2	CHR8	-	141737662	142080594	1	1	N	
DENND3	CHR8	+	142207901	142275082	1	1	N	
SLC45A4	CHR8	-	142290051	142307855	1	1	N	
LOC731779	CHR8	+	142419829	142423902	1	1	N	
GPR20	CHR8	-	142435768	142446547	1	1	N	
PTP4A3	CHR8	+	142501188	142510802	1	1	N	
FLJ43860	CHR8	-	142513110	142586512	1	1	N	
MIR4472-1	CHR8	+	143255606	143255686	1	1	N	
LINC00051	CHR8	+	143277623	143288271	1	1	N	
TSNARE1	CHR8	-	143291347	143482448	1	1	N	
BAI1	CHR8	+	143542378	143623370	1	1	N	
ARC	CHR8	-	143689406	143692835	1	1	N	
JRK	CHR8	-	143735875	143748403	1	1	N	
PSCA	CHR8	+	143748727	143761147	1	1	N	
LY6K	CHR8	+	143778530	143782586	1	1	N	
LOC100288181	CHR8	-	143780671	143805393	1	1	N	
THEM6	CHR8	+	143805622	143815352	1	1	N	
SLURP1	CHR8	-	143819363	143820831	1	1	N	
LYPD2	CHR8	-	143828629	143830954	1	1	N	
LYNX1	CHR8	-	143842757	143856642	1	1	N	
LY6D	CHR8	-	143863299	143865010	1	1	N	
GML	CHR8	+	143913218	143925264	1	1	N	
CYP11B1	CHR8	-	143950774	143958238	1	1	N	
CYP11B2	CHR8	-	143988976	143996261	1	1	N	
LOC100133669	CHR8	-	144134822	144171182	1	1	N	
LY6E	CHR8	+	144171276	144175202	1	1	N	
C8orf31	CHR8	+	144192053	144207095	1	1	N	
LY6H	CHR8	-	144310705	144313428	1	1	N	
GPIHBP1	CHR8	+	144366442	144370419	1	1	N	
ZFP41	CHR8	+	144400365	144416250	1	1	N	
GLI4	CHR8	+	144420981	144430476	1	1	N	
ZNF696	CHR8	+	144444933	144453495	1	1	N	
TOP1MT	CHR8	-	144462871	144513522	1	1	N	
RHPN1-AS1	CHR8	-	144520167	144522180	1	1	N	
RHPN1	CHR8	+	144522399	144537533	1	1	N	
MAFA	CHR8	-	144581372	144583745	1	1	N	
ZC3H3	CHR8	-	144590967	144694763	1	1	N	
GSDMD	CHR8	+	144706699	144716374	1	1	N	
C8orf73	CHR8	-	144719505	144726071	1	1	N	
NAPRT1	CHR8	-	144728097	144731656	1	1	N	
EEF1D	CHR8	-	144733009	144750988	1	1	N	
TIGD5	CHR8	+	144751216	144753628	1	1	N	
PYCRL	CHR8	-	144757225	144762927	1	1	N	
TSTA3	CHR8	-	144765930	144770875	1	1	N	
ZNF623	CHR8	+	144789325	144807043	1	1	N	
ZNF707	CHR8	+	144838609	144849543	1	1	N	
BREA2	CHR8	+	144851272	144852571	1	1	N	
CCDC166	CHR8	-	144860851	144862267	1	1	N	
MAPK15	CHR8	+	144870494	144876621	1	1	N	
FAM83H	CHR8	-	144878090	144887902	1	1	N	MIR4664 CHR8 - 144887240 144887311;
MIR4664	CHR8	-	144887240	144887311	1	1	N	FAM83H CHR8 - 144878090 144887902;
LOC100128338	CHR8	+	144888297	144900495	1	1	N	
SCRIB	CHR8	-	144945077	144969537	1	1	N	MIR937 CHR8 - 144967114 144967200;
MIR937	CHR8	-	144967114	144967200	1	1	N	SCRIB CHR8 - 144945077 144969537;
PUF60	CHR8	-	144970501	144983544	1	1	N	
NRBP2	CHR8	-	144987742	144995134	1	1	N	
EPPK1	CHR8	-	145011899	145019422	1	1	N	
PLEC	CHR8	-	145061308	145122901	1	1	N	MIR661 CHR8 - 145091346 145091435;
MIR661	CHR8	-	145091346	145091435	1	1	N	PLEC CHR8 - 145061308 145122901;
PARP10	CHR8	-	145123307	145132623	1	1	N	
GRINA	CHR8	+	145136213	145139571	1	1	N	
SPATC1	CHR8	+	145158569	145174003	1	1	N	
OPLAH	CHR8	-	145178154	145187572	1	1	N	
EXOSC4	CHR8	+	145205509	145207539	1	1	N	
GPAA1	CHR8	+	145209511	145213107	1	1	N	
CYC1	CHR8	+	145221947	145224416	1	1	N	
SHARPIN	CHR8	-	145225523	145231128	1	1	N	
MAF1	CHR8	+	145231292	145234503	1	1	N	
KIAA1875	CHR8	+	145234616	145245206	1	1	N	
FAM203A	CHR8	+	145264659	145411636	1	1	Y	HEATR7A CHR8 + 145274906 145388831;SCXA CHR8 + 145393504 145462939;SCXB CHR8 + 145393504 145462939;
HEATR7A	CHR8	+	145274906	145388831	1	1	N	FAM203A CHR8 + 145264659 145411636;
SCXA	CHR8	+	145393504	145462939	1	1	Y	FAM203A CHR8 + 145264659 145411636;SCXB CHR8 + 145393504 145462939;
SCXB	CHR8	+	145393504	145462939	1	1	Y	FAM203A CHR8 + 145264659 145411636;SCXA CHR8 + 145393504 145462939;
BOP1	CHR8	-	145456863	145485928	1	1	N	
HSF1	CHR8	+	145486077	145509193	1	1	N	
DGAT1	CHR8	-	145509054	145521375	1	1	N	
SCRT1	CHR8	-	145525261	145530751	1	1	N	
TMEM249	CHR8	-	145547693	145549382	1	1	N	
FBXL6	CHR8	-	145549895	145552991	1	1	N	
SLC52A2	CHR8	+	145553024	145555754	1	1	N	
ADCK5	CHR8	+	145568538	145589261	1	1	N	
CPSF1	CHR8	-	145589253	145605541	1	1	N	MIR1234 CHR8 - 145596283 145596367;MIR939 CHR8 - 145590171 145590253;
MIR939	CHR8	-	145590171	145590253	1	1	N	CPSF1 CHR8 - 145589253 145605541;
MIR1234	CHR8	-	145596283	145596367	1	1	N	CPSF1 CHR8 - 145589253 145605541;
SLC39A4	CHR8	-	145608605	145613081	1	1	N	
VPS28	CHR8	-	145619807	145624735	1	1	N	
TONSL	CHR8	-	145624970	145640620	1	1	N	
CYHR1	CHR8	-	145646122	145661839	1	1	N	
KIFC2	CHR8	+	145662545	145670307	1	1	N	
FOXH1	CHR8	-	145669922	145672526	1	1	N	
PPP1R16A	CHR8	+	145692916	145698312	1	1	N	
GPT	CHR8	+	145700272	145703363	1	1	N	
MFSD3	CHR8	+	145705359	145707397	1	1	N	
RECQL4	CHR8	-	145707474	145714018	1	1	N	
LRRC14	CHR8	+	145714170	145721367	1	1	N	
LRRC24	CHR8	-	145718568	145723224	1	1	N	C8orf82 CHR8 - 145722410 145725266;
C8orf82	CHR8	-	145722410	145725266	1	1	N	LRRC24 CHR8 - 145718568 145723224;
ARHGAP39	CHR8	-	145725370	145809696	1	1	N	
ZNF251	CHR8	-	145917102	145951775	1	1	N	
ZNF34	CHR8	-	145969304	145983529	1	1	N	
RPL8	CHR8	-	145985957	145988609	1	1	N	
ZNF517	CHR8	+	145995064	146005333	1	1	N	
ZNF7	CHR8	+	146023706	146039410	1	1	N	
COMMD5	CHR8	-	146046354	146049736	1	1	N	
ZNF250	CHR8	-	146073139	146097650	1	1	N	
ZNF16	CHR8	-	146126547	146147078	1	1	N	
ZNF252P	CHR8	-	146169778	146199089	1	1	N	
TMED10P1	CHR8	+	146191054	146195087	1	1	N	
ZNF252P-AS1	CHR8	+	146199000	146202236	1	1	N	
C8orf33	CHR8	+	146248627	146252220	1	1	N	
DDX11L5	CHR9	+	1986	4525	1	1	N	
WASH1	CHR9	-	4510	19739	1	1	N	
FAM138C	CHR9	-	24393	25864	1	1	N	
FOXD4	CHR9	-	106230	108417	1	1	N	
CBWD1	CHR9	-	111037	169075	1	1	N	
C9orf66	CHR9	-	203107	205893	1	1	N	
DOCK8	CHR9	+	204864	455259	1	1	N	
KANK1	CHR9	+	460293	736106	1	1	N	
DMRT1	CHR9	+	831689	959090	1	1	N	
DMRT3	CHR9	+	966963	981732	1	1	N	
DMRT2	CHR9	+	1040345	1047554	1	1	N	
SMARCA2	CHR9	+	2005341	2183623	1	1	N	
FLJ35024	CHR9	-	2525654	2612373	1	1	N	
VLDLR	CHR9	+	2611792	2644485	1	1	N	
KCNV2	CHR9	+	2707525	2720037	1	1	N	
KIAA0020	CHR9	-	2794154	2834130	1	1	N	
RFX3	CHR9	-	3214646	3515983	1	1	N	
GLIS3	CHR9	-	3814127	4290035	1	1	N	
GLIS3-AS1	CHR9	+	3888645	3891248	1	1	N	
SLC1A1	CHR9	+	4480426	4577469	1	1	N	
SPATA6L	CHR9	-	4588315	4656674	1	1	N	
PPAPDC2	CHR9	+	4652293	4655272	1	1	N	
CDC37L1	CHR9	+	4669565	4696594	1	1	N	
AK3	CHR9	-	4699556	4732043	1	1	N	
RCL1	CHR9	+	4782833	4851064	1	1	N	MIR101-2 CHR9 + 4840296 4840375;
MIR101-2	CHR9	+	4840296	4840375	1	1	N	RCL1 CHR9 + 4782833 4851064;
JAK2	CHR9	+	4975244	5118183	1	1	N	
INSL6	CHR9	-	5153862	5175618	1	1	N	
INSL4	CHR9	+	5221418	5223967	1	1	N	
RLN2	CHR9	-	5289867	5294580	1	1	N	
RLN1	CHR9	-	5324968	5329873	1	1	N	
PLGRKT	CHR9	-	5347966	5427937	1	1	N	
CD274	CHR9	+	5440502	5460567	1	1	N	
PDCD1LG2	CHR9	+	5500544	5561282	1	1	N	
KIAA1432	CHR9	+	5619118	5766556	1	1	N	
ERMP1	CHR9	-	5774571	5823081	1	1	N	
MLANA	CHR9	+	5880908	5899822	1	1	N	
KIAA2026	CHR9	-	5909007	5998003	1	1	N	
MIR4665	CHR9	+	5997825	5997904	1	1	N	
RANBP6	CHR9	-	6001018	6005640	1	1	N	
IL33	CHR9	+	6205785	6247983	1	1	N	
TPD52L3	CHR9	+	6318348	6321900	1	1	N	
UHRF2	CHR9	+	6403150	6497051	1	1	N	
GLDC	CHR9	-	6522463	6635692	1	1	N	
KDM4C	CHR9	+	6710862	7165648	1	1	N	
C9orf123	CHR9	-	7786490	7789799	1	1	N	
PTPRD	CHR9	-	8304245	10602723	1	1	N	
TYRP1	CHR9	+	12683385	12700266	1	1	N	
LURAP1L	CHR9	+	12765011	12813059	1	1	N	
MPDZ	CHR9	-	13095702	13269563	1	1	N	
FLJ41200	CHR9	-	13396378	13421328	1	1	N	
LINC00583	CHR9	+	13917969	13935606	1	1	N	
NFIB	CHR9	-	14071841	14388982	1	1	N	
ZDHHC21	CHR9	-	14601068	14683480	1	1	N	
CER1	CHR9	-	14709731	14712715	1	1	N	
FREM1	CHR9	-	14724663	14900993	1	1	N	
LOC389705	CHR9	+	14983324	15009722	1	1	N	
TTC39B	CHR9	-	15160841	15297358	1	1	N	
SNAPC3	CHR9	+	15412781	15451627	1	1	N	
PSIP1	CHR9	-	15454064	15501003	1	1	N	
CCDC171	CHR9	+	15543096	15961897	1	1	N	
BNC2	CHR9	-	16399500	16860786	1	1	N	
CNTLN	CHR9	+	17125037	17493917	1	1	N	
SH3GL2	CHR9	+	17568952	17787122	1	1	N	
ADAMTSL1	CHR9	+	18464078	18900947	1	1	N	MIR3152 CHR9 + 18563303 18563377;
MIR3152	CHR9	+	18563303	18563377	1	1	N	ADAMTSL1 CHR9 + 18464078 18900947;
FAM154A	CHR9	-	18917890	19023256	1	1	N	
RRAGA	CHR9	+	19039371	19041021	1	1	N	
HAUS6	CHR9	-	19043134	19092940	1	1	N	SCARNA8 CHR9 - 19053653 19053784;
SCARNA8	CHR9	-	19053653	19053784	1	1	N	HAUS6 CHR9 - 19043134 19092940;
PLIN2	CHR9	-	19105758	19117604	1	1	N	
DENND4C	CHR9	+	19280748	19364139	1	1	N	
RPS6	CHR9	-	19366253	19370235	1	1	N	
ACER2	CHR9	+	19398924	19442500	1	1	N	
SLC24A2	CHR9	-	19497449	19777017	1	1	N	
MLLT3	CHR9	-	20334967	20612514	1	1	N	MIR4473 CHR9 - 20401145 20401236;MIR4474 CHR9 - 20492262 20492340;
MIR4473	CHR9	-	20401145	20401236	1	1	N	MLLT3 CHR9 - 20334967 20612514;
MIR4474	CHR9	-	20492262	20492340	1	1	N	MLLT3 CHR9 - 20334967 20612514;
FOCAD	CHR9	+	20648308	20985954	1	1	N	MIR491 CHR9 + 20706103 20706187;
MIR491	CHR9	+	20706103	20706187	1	1	N	FOCAD CHR9 + 20648308 20985954;
PTPLAD2	CHR9	-	20996364	21021635	1	1	N	
IFNB1	CHR9	-	21067103	21067943	1	1	N	
IFNW1	CHR9	-	21130630	21132144	1	1	N	
IFNA21	CHR9	-	21155635	21156659	1	1	N	
IFNA4	CHR9	-	21176617	21177598	1	1	N	
IFNA7	CHR9	-	21191467	21192204	1	1	N	
IFNA10	CHR9	-	21196179	21197142	1	1	N	
IFNA16	CHR9	-	21206371	21207310	1	1	N	
IFNA17	CHR9	-	21217241	21218221	1	1	N	
IFNA14	CHR9	-	21229200	21229978	1	1	N	
IFNA22P	CHR9	-	21267686	21268562	1	1	N	
IFNA5	CHR9	-	21294612	21295312	1	1	N	
KLHL9	CHR9	-	21321017	21325429	1	1	N	
IFNA6	CHR9	-	21340316	21340886	1	1	N	
IFNA13	CHR9	-	21357370	21358075	1	1	N	
IFNA2	CHR9	-	21374253	21375396	1	1	N	
IFNA8	CHR9	+	21399145	21400184	1	1	N	
IFNA1	CHR9	+	21430452	21431315	1	1	N	
MIR31HG	CHR9	-	21444266	21549697	1	1	N	IFNE CHR9 - 21470838 21472312;MIR31 CHR9 - 21502113 21502184;
IFNE	CHR9	-	21470838	21472312	1	1	N	MIR31HG CHR9 - 21444266 21549697;
MIR31	CHR9	-	21502113	21502184	1	1	N	MIR31HG CHR9 - 21444266 21549697;
MTAP	CHR9	+	21792634	21855969	1	1	N	
C9orf53	CHR9	+	21957137	21957753	1	1	N	
CDKN2A	CHR9	-	21957750	21984490	1	1	N	
CDKN2B-AS1	CHR9	+	21984789	22111093	1	1	N	
CDKN2B	CHR9	-	21992901	21999312	1	1	N	
DMRTA1	CHR9	+	22436839	22442472	1	1	N	
FLJ35282	CHR9	+	22636198	22814212	1	1	N	
ELAVL2	CHR9	-	23680102	23816063	1	1	N	
TUSC1	CHR9	-	25666386	25668856	1	1	N	
LOC100506422	CHR9	+	26056672	26108406	1	1	N	
CAAP1	CHR9	-	26830682	26882826	1	1	N	
PLAA	CHR9	-	26893367	26937468	1	1	N	
IFT74	CHR9	+	26937036	27052931	1	1	N	
LRRC19	CHR9	-	26983134	26995691	1	1	N	
TEK	CHR9	+	27099146	27220172	1	1	N	
LINC00032	CHR9	-	27235681	27272791	1	1	N	
EQTN	CHR9	-	27274653	27287137	1	1	N	
MOB3B	CHR9	-	27315206	27519850	1	1	N	
IFNK	CHR9	+	27514311	27516496	1	1	N	
C9orf72	CHR9	-	27536542	27563864	1	1	N	
LINGO2	CHR9	-	27938083	29202998	1	1	N	MIR873 CHR9 - 28878876 28878953;MIR876 CHR9 - 28853623 28853704;
MIR876	CHR9	-	28853623	28853704	1	1	N	LINGO2 CHR9 - 27938083 29202998;
MIR873	CHR9	-	28878876	28878953	1	1	N	LINGO2 CHR9 - 27938083 29202998;
LOC401497	CHR9	-	30378932	30398452	1	1	N	
ACO1	CHR9	+	32374600	32440832	1	1	N	
DDX58	CHR9	-	32445299	32516322	1	1	N	
TOPORS	CHR9	-	32530541	32542626	1	1	N	
LOC100129250	CHR9	+	32541141	32543015	1	1	N	
NDUFB6	CHR9	-	32543523	32563182	1	1	N	
TAF1L	CHR9	-	32619451	32625667	1	1	N	
TMEM215	CHR9	+	32773496	32779199	1	1	N	
APTX	CHR9	-	32962603	32991639	1	1	N	
DNAJA1	CHR9	+	33015208	33029062	1	1	N	
SMU1	CHR9	-	33031849	33066714	1	1	N	
B4GALT1	CHR9	-	33100638	33157356	1	1	N	
SPINK4	CHR9	+	33230195	33238565	1	1	N	
BAG1	CHR9	-	33242469	33254759	1	1	N	
CHMP5	CHR9	+	33254876	33272067	1	1	N	
NFX1	CHR9	+	33280417	33361155	1	1	N	
AQP7	CHR9	-	33374947	33392517	1	1	N	
AQP3	CHR9	-	33431151	33437631	1	1	N	
NOL6	CHR9	-	33451350	33463941	1	1	N	
SUGT1P1	CHR9	-	33494534	33501164	1	1	N	
ANKRD18B	CHR9	+	33514410	33563001	1	1	N	
ANXA2P2	CHR9	+	33614222	33615532	1	1	N	
PTENP1	CHR9	-	33663501	33667418	1	1	N	
PRSS3	CHR9	+	33740463	33789229	1	1	N	
UBE2R2	CHR9	+	33807181	33910401	1	1	N	
UBAP2	CHR9	-	33911690	34038947	1	1	N	SNORD121A CHR9 - 33942761 33942852;
SNORD121B	CHR9	+	33924285	33924378	1	1	N	
SNORD121A	CHR9	-	33942761	33942852	1	1	N	UBAP2 CHR9 - 33911690 34038947;
DCAF12	CHR9	-	34076380	34116771	1	1	N	
UBAP1	CHR9	+	34169002	34242521	1	1	N	
KIF24	CHR9	-	34242377	34319198	1	1	N	
NUDT2	CHR9	+	34319503	34333711	1	1	N	
KIAA1161	CHR9	-	34358906	34366894	1	1	N	
C9orf24	CHR9	-	34369016	34387849	1	1	N	
FAM219A	CHR9	-	34388181	34448568	1	1	N	
DNAI1	CHR9	+	34448810	34510982	1	1	N	
ENHO	CHR9	-	34511039	34513037	1	1	N	
CNTFR	CHR9	-	34541429	34580138	1	1	N	
LOC415056	CHR9	+	34558009	34573070	1	1	N	
RPP25L	CHR9	-	34600481	34602110	1	1	N	
DCTN3	CHR9	-	34603547	34610496	1	1	N	
ARID3C	CHR9	-	34611454	34618011	1	1	N	
SIGMAR1	CHR9	-	34624718	34627768	1	1	N	
GALT	CHR9	+	34636585	34640595	1	1	N	
IL11RA	CHR9	+	34642181	34651898	1	1	N	
CCL27	CHR9	-	34651892	34652689	1	1	N	
CCL19	CHR9	-	34679566	34681274	1	1	N	
CCL21	CHR9	-	34699001	34700147	1	1	N	
FAM205A	CHR9	-	34713049	34719535	1	1	N	
FAM205B	CHR9	-	34820263	34828583	1	1	N	
KIAA1045	CHR9	+	34948191	34972541	1	1	N	
DNAJB5	CHR9	+	34979637	34988430	1	1	N	
C9orf131	CHR9	+	35031101	35035988	1	1	N	
VCP	CHR9	-	35046064	35062739	1	1	N	
FANCG	CHR9	-	35063834	35070013	1	1	N	
PIGO	CHR9	-	35078684	35086598	1	1	N	
STOML2	CHR9	-	35089888	35093154	1	1	N	
FAM214B	CHR9	-	35094117	35105893	1	1	N	
UNC13B	CHR9	+	35151988	35395332	1	1	N	
ATP8B5P	CHR9	+	35396751	35473026	1	1	N	
RUSC2	CHR9	+	35480006	35551895	1	1	N	
FAM166B	CHR9	-	35551826	35553896	1	1	N	
TESK1	CHR9	+	35595280	35600038	1	1	N	MIR4667 CHR9 + 35598090 35598156;
MIR4667	CHR9	+	35598090	35598156	1	1	N	TESK1 CHR9 + 35595280 35600038;
CD72	CHR9	-	35599975	35608424	1	1	N	
SIT1	CHR9	-	35639296	35640947	1	1	N	
RMRP	CHR9	-	35647747	35648015	1	1	N	
CCDC107	CHR9	+	35648286	35651500	1	1	N	
ARHGEF39	CHR9	-	35649340	35655278	1	1	N	
CA9	CHR9	+	35663914	35671154	1	1	N	
TPM2	CHR9	-	35671989	35680053	1	1	N	
TLN1	CHR9	-	35687333	35722392	1	1	N	
CREB3	CHR9	+	35722316	35727005	1	1	N	
GBA2	CHR9	-	35726862	35739225	1	1	N	
RGP1	CHR9	+	35739276	35743264	1	1	N	
MSMP	CHR9	-	35742987	35744274	1	1	N	
NPR2	CHR9	+	35782405	35799728	1	1	N	
SPAG8	CHR9	-	35797781	35802259	1	1	N	
HINT2	CHR9	-	35802956	35805042	1	1	N	
FAM221B	CHR9	-	35807013	35818744	1	1	N	
TMEM8B	CHR9	+	35819221	35844844	1	1	N	
FP588	CHR9	+	35850270	35855515	1	1	N	
OR13J1	CHR9	-	35859459	35860398	1	1	N	
HRCT1	CHR9	+	35896188	35897138	1	1	N	
LOC158376	CHR9	+	35899479	35901617	1	1	N	
OR2S2	CHR9	-	35947104	35948151	1	1	N	
RECK	CHR9	+	36026909	36114452	1	1	N	
GLIPR2	CHR9	+	36126741	36153903	1	1	N	
CCIN	CHR9	+	36159388	36161331	1	1	N	
